 5001.3870 0.0000
 5035.9230 0.0000
 5035.9260 1.0000
 5035.9290 1.0000
 5035.9320 0.0000
 5038.6769 0.0000
 5038.6799 1.0000
 5038.7488 1.0000
 5038.7518 0.0000
 5039.0875 0.0000
 5039.0905 1.0000
 5039.1685 1.0000
 5039.1715 0.0000
 5043.2950 0.0000
 5043.2980 1.0000
 5043.3040 1.0000
 5043.3070 0.0000
 5043.5290 0.0000
 5043.5320 1.0000
 5043.5410 1.0000
 5043.5440 0.0000
 5044.2911 0.0000
 5044.2941 1.0000
 5044.3362 1.0000
 5044.3392 0.0000
 5044.4472 0.0000
 5044.4502 1.0000
 5044.5132 1.0000
 5044.5162 0.0000
 5045.3355 0.0000
 5045.3385 1.0000
 5045.3925 1.0000
 5045.3955 0.0000
 5057.8066 0.0000
 5057.8096 1.0000
 5057.8577 1.0000
 5057.8607 0.0000
 5058.9560 0.0000
 5058.9590 1.0000
 5059.0343 1.0000
 5059.0373 0.0000
 5061.3883 0.0000
 5061.3913 1.0000
 5061.4395 1.0000
 5061.4425 0.0000
 5067.3172 0.0000
 5067.3202 1.0000
 5067.3805 1.0000
 5067.3835 0.0000
 5068.5623 0.0000
 5068.5653 1.0000
 5068.6196 1.0000
 5068.6226 0.0000
 5074.2461 0.0000
 5074.2491 1.0000
 5074.3216 1.0000
 5074.3246 0.0000
 5077.8365 0.0000
 5077.8395 1.0000
 5077.8938 1.0000
 5077.8969 0.0000
 5080.5165 0.0000
 5080.5195 1.0000
 5080.5800 1.0000
 5080.5830 0.0000
 5407.2409 0.0000
 5407.2441 1.0000
 5407.2666 1.0000
 5407.2698 0.0000
 5415.8458 0.0000
 5415.8490 1.0000
 5415.8684 1.0000
 5415.8716 0.0000
 5685.3697 0.0000
 5685.3731 1.0000
 5685.4711 1.0000
 5685.4745 0.0000
 5688.9897 0.0000
 5688.9931 1.0000
 5689.1081 1.0000
 5689.1115 0.0000
 5691.1255 0.0000
 5691.1289 1.0000
 5691.1933 1.0000
 5691.1966 0.0000
 5691.9585 0.0000
 5691.9618 1.0000
 5692.0329 1.0000
 5692.0363 0.0000
 5693.9362 0.0000
 5693.9396 1.0000
 5694.0480 1.0000
 5694.0514 0.0000
 5699.7177 0.0000
 5699.7211 1.0000
 5699.7991 1.0000
 5699.8025 0.0000
 5700.8401 0.0000
 5700.8435 1.0000
 5700.9283 1.0000
 5700.9317 0.0000
 5702.2511 0.0000
 5702.2545 1.0000
 5702.3325 1.0000
 5702.3359 0.0000
 5715.5978 0.0000
 5715.6012 1.0000
 5715.6930 1.0000
 5715.6964 0.0000
 5719.0228 0.0000
 5719.0262 1.0000
 5719.1452 1.0000
 5719.1486 0.0000
 5720.4824 0.0000
 5720.4859 1.0000
 5720.5505 1.0000
 5720.5539 0.0000
 5721.0916 0.0000
 5721.0950 1.0000
 5721.2346 1.0000
 5721.2380 0.0000
 5722.0446 0.0000
 5722.0480 1.0000
 5722.1195 1.0000
 5722.1229 0.0000
 5723.4677 0.0000
 5723.4711 1.0000
 5723.5766 1.0000
 5723.5800 0.0000
 5725.4325 0.0000
 5725.4359 1.0000
 5725.5143 1.0000
 5725.5177 0.0000
 5728.3999 0.0000
 5728.4033 1.0000
 5728.5089 1.0000
 5728.5123 0.0000
 5730.0460 0.0000
 5730.0494 1.0000
 5730.0938 1.0000
 5730.0972 0.0000
 5731.1744 0.0000
 5731.1778 1.0000
 5731.3040 1.0000
 5731.3074 0.0000
 5731.3790 0.0000
 5731.3824 1.0000
 5731.4438 1.0000
 5731.4472 0.0000
 5734.6496 0.0000
 5734.6530 1.0000
 5734.6940 1.0000
 5734.6974 0.0000
 5737.1166 0.0000
 5737.1200 1.0000
 5737.1883 1.0000
 5737.1917 0.0000
 5739.1784 0.0000
 5739.1818 1.0000
 5739.3320 1.0000
 5739.3354 0.0000
 5743.7278 0.0000
 5743.7312 1.0000
 5743.8303 1.0000
 5743.8337 0.0000
 5746.5268 0.0000
 5746.5302 1.0000
 5746.5849 1.0000
 5746.5883 0.0000
 5747.2618 0.0000
 5747.2653 1.0000
 5747.4362 1.0000
 5747.4396 0.0000
 5754.4940 0.0000
 5754.4974 1.0000
 5754.5727 1.0000
 5754.5761 0.0000
 5755.7539 0.0000
 5755.7573 1.0000
 5755.8360 1.0000
 5755.8395 0.0000
 5763.1613 0.0000
 5763.1647 1.0000
 5763.2093 1.0000
 5763.2127 0.0000
 5764.9546 0.0000
 5764.9580 1.0000
 5765.0060 1.0000
 5765.0095 0.0000
 5768.7145 0.0000
 5768.7179 1.0000
 5768.7660 1.0000
 5768.7694 0.0000
 5789.7616 0.0000
 5789.7650 1.0000
 5789.7926 1.0000
 5789.7960 0.0000
 5790.1163 0.0000
 5790.1198 1.0000
 5790.1680 1.0000
 5790.1714 0.0000
 5790.3540 0.0000
 5790.3574 1.0000
 5790.4883 1.0000
 5790.4918 0.0000
 5790.7501 0.0000
 5790.7536 1.0000
 5790.8535 1.0000
 5790.8569 0.0000
 5791.4391 0.0000
 5791.4426 1.0000
 5791.4667 1.0000
 5791.4701 0.0000
 5791.6700 0.0000
 5791.6734 1.0000
 5791.7182 1.0000
 5791.7217 0.0000
 5792.3487 0.0000
 5792.3522 1.0000
 5792.3694 1.0000
 5792.3729 0.0000
 5792.8691 0.0000
 5792.8725 1.0000
 5792.8932 1.0000
 5792.8966 0.0000
 5802.2189 0.0000
 5802.2223 1.0000
 5802.2568 1.0000
 5802.2603 0.0000
 5804.2522 0.0000
 5804.2557 1.0000
 5804.2729 1.0000
 5804.2764 0.0000
 5804.9118 0.0000
 5804.9152 1.0000
 5804.9359 1.0000
 5804.9394 0.0000
 5807.2293 0.0000
 5807.2362 0.0000
 5807.8685 0.0000
 5807.8719 1.0000
 5807.9065 1.0000
 5807.9099 0.0000
 5811.1170 0.0000
 5811.1205 1.0000
 5811.1412 1.0000
